Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
8/18/2021,33,DC,943,"927,179","1,444",547,"512,367",804,Report,943,"1,444",366,"397,455",526,0,0,0
8/18/2021,33,DC,"1,500","960,785","1,213",845,"526,807",719,Admin,"1,500","1,214",485,"412,615",426,205,771,110
8/17/2021,33,DC,"1,001","926,236","1,431",567,"511,820",799,Report,"1,001","1,431",-33,"397,089",527,0,0,0
8/17/2021,33,DC,"1,708","959,285","1,159","1,009","525,962",704,Admin,"1,708","1,160",564,"412,130",414,183,566,81
8/16/2021,33,DC,801,"925,235","1,405",538,"511,253",798,Report,801,"1,405",342,"397,122",575,0,0,0
8/16/2021,33,DC,"1,195","957,577","1,121",690,"524,953",692,Admin,"1,195","1,122",400,"411,566",417,178,383,55
8/15/2021,33,DC,480,"956,382","1,101",288,"524,263",687,Admin,480,"1,101",187,"411,166",419,73,205,29
8/15/2021,33,DC,"1,470","924,434","1,420",855,"510,715",807,Report,"1,470","1,420",509,"396,780",574,0,0,0
8/14/2021,32,DC,"1,075","955,902","1,079",676,"523,975",676,Admin,"1,075","1,079",325,"410,979",415,99,132,19
8/14/2021,32,DC,"2,515","922,964","1,610",942,"509,860",915,Report,"2,515","1,610","1,124","396,271",670,0,0,0
8/13/2021,32,DC,"1,199","954,827","1,083",700,"523,299",682,Admin,"1,199","1,083",508,"410,654",425,33,33,5
8/13/2021,32,DC,"1,548","920,449","1,629",985,"508,918",968,Report,"1,548","1,629",581,"395,147",689,0,0,0
8/12/2021,32,DC,"1,340","953,628","1,085",826,"522,599",691,Admin,"1,340","1,085",513,"410,146",418,0,0,0
8/12/2021,32,DC,"1,833","918,901","1,750","1,194","507,933",943,Report,"1,833","1,750",799,"394,566",829,0,0,0
8/11/2021,32,DC,"1,121","952,288","1,068",740,"521,773",691,Admin,"1,121","1,069",406,"409,633",404,0,0,0
8/11/2021,32,DC,848,"917,068","1,676",510,"506,739",884,Report,848,"1,676",371,"393,767",793,0,0,0
8/10/2021,32,DC,"1,441","951,167","1,090",925,"521,033",706,Admin,"1,441","1,090",580,"409,227",402,0,0,0
8/10/2021,32,DC,820,"916,220","1,668",565,"506,229",877,Report,820,"1,668",300,"393,396",791,0,0,0
8/9/2021,32,DC,903,"915,400","1,619",598,"505,664",841,Report,903,"1,619",337,"393,096",777,0,0,0
8/9/2021,32,DC,"1,054","949,726","1,055",656,"520,108",682,Admin,"1,054","1,056",419,"408,647",387,0,0,0
8/8/2021,32,DC,326,"948,672","1,063",207,"519,452",682,Admin,326,"1,063",157,"408,228",385,0,0,0
8/8/2021,32,DC,"2,805","914,497","1,674","1,611","505,066",869,Report,"2,805","1,674","1,184","392,759",800,0,0,0
8/7/2021,31,DC,"1,102","948,346","1,071",720,"519,245",688,Admin,"1,102","1,072",397,"408,071",384,0,0,0
8/7/2021,31,DC,"2,645","911,692","1,526","1,316","503,455",789,Report,"2,645","1,526","1,252","391,575",728,0,0,0
8/6/2021,31,DC,"1,211","947,244","1,060",762,"518,525",676,Admin,"1,211","1,061",456,"407,674",386,0,0,0
8/6/2021,31,DC,"2,397","909,047","1,367",804,"502,139",730,Report,"2,397","1,367","1,562","390,323",644,0,0,0
8/5/2021,31,DC,"1,314","906,650","1,190",787,"501,335",710,Report,"1,314","1,190",547,"388,761",495,0,0,0
8/5/2021,31,DC,"1,225","946,033","1,071",827,"517,763",676,Admin,"1,225","1,071",413,"407,218",395,0,0,0
8/4/2021,31,DC,"1,273","944,808","1,054",847,"516,936",660,Admin,"1,273","1,055",396,"406,805",397,0,0,0
8/4/2021,31,DC,792,"905,336","1,124",461,"500,548",670,Report,792,"1,124",355,"388,214",478,0,0,0
8/3/2021,31,DC,479,"904,544","1,089",309,"500,087",654,Report,479,"1,089",206,"387,859",466,0,0,0
8/3/2021,31,DC,"1,199","943,535","1,038",755,"516,089",639,Admin,"1,199","1,038",471,"406,409",405,0,0,0
8/2/2021,31,DC,"1,108","942,336","1,053",658,"515,334",639,Admin,"1,108","1,053",409,"405,938",418,0,0,0
8/2/2021,31,DC,"1,283","904,065","1,146",794,"499,778",695,Report,"1,283","1,146",498,"387,653",483,0,0,0
8/1/2021,31,DC,385,"941,228","1,010",244,"514,676",615,Admin,385,"1,010",152,"405,529",408,0,0,0
8/1/2021,31,DC,"1,769","902,782","1,086","1,051","498,984",655,Report,"1,769","1,086",680,"387,155",462,0,0,0
7/31/2021,30,DC,"1,537","901,013","1,020",906,"497,933",606,Report,"1,537","1,020",663,"386,475",441,0,0,0
7/31/2021,30,DC,"1,024","940,843",994,640,"514,432",608,Admin,"1,024",994,408,"405,377",400,0,0,0
7/30/2021,30,DC,"1,283","939,819",960,760,"513,792",590,Admin,"1,283",960,522,"404,969",384,0,0,0
7/30/2021,30,DC,"1,157","899,476","1,028",664,"497,027",594,Report,"1,157","1,028",522,"385,812",449,0,0,0
7/29/2021,30,DC,851,"898,319",995,506,"496,363",562,Report,851,995,428,"385,290",452,0,0,0
7/29/2021,30,DC,"1,111","938,536",945,716,"513,032",578,Admin,"1,111",945,422,"404,447",378,0,0,0
7/28/2021,30,DC,"1,157","937,425",954,698,"512,316",574,Admin,"1,157",955,453,"404,025",390,0,0,0
7/28/2021,30,DC,549,"897,468","1,034",349,"495,857",571,Report,549,"1,034",266,"384,862",474,0,0,0
7/27/2021,30,DC,878,"896,919","1,096",596,"495,508",595,Report,878,"1,096",327,"384,596",495,0,0,0
7/27/2021,30,DC,"1,304","936,268",947,760,"511,618",568,Admin,"1,304",948,566,"403,572",389,0,0,0
7/26/2021,30,DC,864,"896,041",811,515,"494,912",450,Report,864,811,353,"384,269",400,0,0,0
7/26/2021,30,DC,809,"934,964",924,488,"510,858",554,Admin,809,924,337,"403,006",378,0,0,0
7/25/2021,30,DC,271,"934,155",947,191,"510,370",556,Admin,271,948,92,"402,669",398,0,0,0
7/25/2021,30,DC,"1,307","895,177",840,706,"494,397",451,Report,"1,307",840,533,"383,916",431,0,0,0
7/24/2021,29,DC,"1,590","893,870",838,823,"493,691",441,Report,"1,590",838,715,"383,383",446,0,0,0
7/24/2021,29,DC,788,"933,884",951,518,"510,179",553,Admin,788,952,302,"402,577",406,0,0,0
7/23/2021,29,DC,"1,177","933,096",976,673,"509,661",555,Admin,"1,177",976,476,"402,275",429,0,0,0
7/23/2021,29,DC,929,"892,280",971,441,"492,868",559,Report,929,971,542,"382,668",466,0,0,0
7/22/2021,29,DC,"1,176","931,919",973,690,"508,988",555,Admin,"1,176",973,507,"401,799",433,0,0,0
7/22/2021,29,DC,"1,123","891,351",998,565,"492,427",585,Report,"1,123",998,588,"382,126",464,0,0,0
7/21/2021,29,DC,984,"890,228","1,013",522,"491,862",596,Report,984,"1,013",407,"381,538",464,0,0,0
7/21/2021,29,DC,"1,110","930,743",980,655,"508,298",550,Admin,"1,110",980,449,"401,292",445,0,0,0
7/20/2021,29,DC,"-1,120","889,244","1,093",-425,"491,340",612,Report,"-1,120","1,093",-334,"381,131",470,0,0,0
7/20/2021,29,DC,"1,140","929,633",965,661,"507,643",541,Admin,"1,140",965,483,"400,843",447,0,0,0
7/19/2021,29,DC,"1,070","890,364","1,306",526,"491,765",703,Report,"1,070","1,306",569,"381,465",550,0,0,0
7/19/2021,29,DC,972,"928,493",984,503,"506,982",552,Admin,972,984,481,"400,360",461,0,0,0
7/18/2021,29,DC,"1,287","889,294","1,369",635,"491,239",736,Report,"1,287","1,369",637,"380,896",577,0,0,0
7/18/2021,29,DC,300,"927,521","1,006",172,"506,479",570,Admin,300,"1,006",150,"399,879",466,0,0,0
7/17/2021,28,DC,959,"927,221","1,006",533,"506,307",568,Admin,959,"1,007",462,"399,729",468,0,0,0
7/17/2021,28,DC,"2,526","888,007","1,363","1,652","490,604",733,Report,"2,526","1,363",859,"380,259",571,0,0,0
7/16/2021,28,DC,"1,114","885,481","1,201",622,"488,952",601,Report,"1,114","1,201",525,"379,400",540,0,0,0
7/16/2021,28,DC,"1,155","926,262","1,035",674,"505,774",573,Admin,"1,155","1,036",505,"399,267",486,0,0,0
7/15/2021,28,DC,"1,233","884,367","1,247",643,"488,330",601,Report,"1,233","1,247",589,"378,875",581,0,0,0
7/15/2021,28,DC,"1,225","925,107","1,057",652,"505,100",573,Admin,"1,225","1,058",590,"398,762",503,0,0,0
7/14/2021,28,DC,"1,007","923,882","1,057",595,"504,448",572,Admin,"1,007","1,058",460,"398,172",502,0,0,0
7/14/2021,28,DC,"1,542","883,134","1,306",628,"487,687",634,Report,"1,542","1,306",446,"378,286",613,0,0,0
7/13/2021,28,DC,"1,270","922,875","1,086",733,"503,853",569,Admin,"1,270","1,086",580,"397,712",531,0,0,0
7/13/2021,28,DC,369,"881,592","1,088",217,"487,059",545,Report,369,"1,088",231,"377,840",565,0,0,0
7/12/2021,28,DC,"1,126","921,605","1,126",629,"503,120",578,Admin,"1,126","1,127",520,"397,132",558,0,0,0
7/12/2021,28,DC,"1,512","881,223","1,091",756,"486,842",550,Report,"1,512","1,091",758,"377,609",555,0,0,0
7/11/2021,28,DC,"1,243","879,711","1,036",610,"486,086",528,Report,"1,243","1,036",590,"376,851",520,0,0,0
7/11/2021,28,DC,306,"920,479","1,067",161,"502,491",546,Admin,306,"1,068",165,"396,612",535,0,0,0
7/10/2021,27,DC,"1,161","920,173","1,035",570,"502,330",532,Admin,"1,161","1,036",583,"396,447",516,0,0,0
7/10/2021,27,DC,"1,394","878,468","1,073",733,"485,476",537,Report,"1,394","1,073",647,"376,261",545,0,0,0
7/9/2021,27,DC,"1,435","877,074","1,404",617,"484,743",577,Report,"1,435","1,404",811,"375,614",769,0,0,0
7/9/2021,27,DC,"1,308","919,012",971,672,"501,760",512,Admin,"1,308",972,624,"395,864",478,0,0,0
7/8/2021,27,DC,"1,225","917,704",970,645,"501,088",509,Admin,"1,225",970,582,"395,240",482,0,0,0
7/8/2021,27,DC,"1,645","875,639","1,514",877,"484,126",649,Report,"1,645","1,514",808,"374,803",793,0,0,0
7/7/2021,27,DC,17,"873,994","1,486",3,"483,249",633,Report,17,"1,486",112,"373,995",780,0,0,0
7/7/2021,27,DC,"1,207","916,479",986,570,"500,443",516,Admin,"1,207",986,669,"394,658",484,0,0,0
7/6/2021,27,DC,388,"873,977","1,682",253,"483,246",724,Report,388,"1,682",160,"373,883",897,0,0,0
7/6/2021,27,DC,"1,553","915,272","1,002",801,"499,873",532,Admin,"1,553","1,003",765,"393,989",484,0,0,0
7/5/2021,27,DC,"1,128","873,589","1,733",601,"482,993",745,Report,"1,128","1,733",515,"373,723",934,0,0,0
7/5/2021,27,DC,714,"913,719",988,405,"499,072",522,Admin,714,989,358,"393,224",482,0,0,0
7/4/2021,27,DC,83,"913,005","1,074",58,"498,667",560,Admin,83,"1,074",36,"392,866",526,0,0,0
7/4/2021,27,DC,"1,507","872,461","1,971",672,"482,392",822,Report,"1,507","1,971",764,"373,208","1,088",0,0,0
7/3/2021,26,DC,"3,709","870,954","2,186","1,015","481,720",868,Report,"3,709","2,186","2,213","372,444","1,290",0,0,0
7/3/2021,26,DC,711,"912,922","1,129",435,"498,609",584,Admin,711,"1,129",312,"392,830",560,0,0,0
7/2/2021,26,DC,"2,201","867,245","2,179","1,123","480,705",891,Report,"2,201","2,179",980,"370,231","1,097",0,0,0
7/2/2021,26,DC,"1,297","912,211","1,183",646,"498,174",600,Admin,"1,297","1,184",656,"392,518",601,0,0,0
7/1/2021,26,DC,"1,451","865,044","2,406",762,"479,582",854,Report,"1,451","2,406",720,"369,251","1,327",0,0,0
7/1/2021,26,DC,"1,337","910,914","1,205",697,"497,528",616,Admin,"1,337","1,206",595,"391,862",614,0,0,0
6/30/2021,26,DC,"1,323","909,577","1,218",683,"496,831",622,Admin,"1,323","1,218",669,"391,267",632,0,0,0
6/30/2021,26,DC,"1,387","863,593","2,445",639,"478,820",876,Report,"1,387","2,445",928,"368,531","1,357",0,0,0
6/29/2021,26,DC,"1,455","908,254","1,226",733,"496,148",618,Admin,"1,455","1,226",754,"390,598",649,0,0,0
6/29/2021,26,DC,750,"862,206","2,403",404,"478,181",861,Report,750,"2,403",420,"367,603","1,310",0,0,0
6/28/2021,26,DC,"2,793","861,456","2,440","1,139","477,777",886,Report,"2,793","2,440","1,592","367,183","1,338",0,0,0
6/28/2021,26,DC,"1,313","906,799","1,226",671,"495,415",614,Admin,"1,313","1,226",664,"389,844",653,0,0,0
6/27/2021,26,DC,467,"905,486","1,202",223,"494,744",618,Admin,467,"1,202",270,"389,180",628,0,0,0
6/27/2021,26,DC,"3,010","858,663","2,228",992,"476,638",822,Report,"3,010","2,228","2,179","365,591","1,193",0,0,0
6/26/2021,25,DC,"3,663","855,653","2,058","1,180","475,646",803,Report,"3,663","2,058",863,"363,412",998,0,0,0
6/26/2021,25,DC,"1,094","905,019","1,205",548,"494,521",619,Admin,"1,094","1,205",604,"388,910",637,0,0,0
6/25/2021,25,DC,"3,788","851,990","2,533",865,"474,466","1,184",Report,"3,788","2,533","2,593","362,549","1,269",0,0,0
6/25/2021,25,DC,"1,451","903,925","1,235",757,"493,973",647,Admin,"1,451","1,235",746,"388,306",651,0,0,0
6/24/2021,25,DC,"1,721","848,202","2,304",915,"473,601","1,185",Report,"1,721","2,304",925,"359,956","1,082",0,0,0
6/24/2021,25,DC,"1,425","902,474","1,250",737,"493,216",638,Admin,"1,425","1,251",719,"387,560",670,0,0,0
6/23/2021,25,DC,"1,094","846,481","2,862",534,"472,686","1,448",Report,"1,094","2,862",599,"359,031","1,329",0,0,0
6/23/2021,25,DC,"1,377","901,049","1,301",660,"492,479",649,Admin,"1,377","1,302",786,"386,841",709,0,0,0
6/22/2021,25,DC,"1,014","845,387","3,049",576,"472,152","1,509",Report,"1,014","3,049",615,"358,432","1,501",0,0,0
6/22/2021,25,DC,"1,455","899,672","1,381",703,"491,819",669,Admin,"1,455","1,381",786,"386,055",755,0,0,0
